"Arrival no","Arrival time (sec)","Base station ","Call duration (sec)","velocity (km/h)"
"131.0","177.6133680673377","8.0","188.05241299620891","111.23817309359191"
"132.0","179.32633533803062","6.0","65.48400532476438","114.15152496482025"
"133.0","180.73204817727915","14.0","166.27949087695401","117.9229361785383"
"134.0","182.57674757024074","20.0","15.797538441148292","116.81748235262741"
"135.0","183.86627772005102","13.0","25.34798286124843","101.42665539216327"
"136.0","184.02602344839866","2.0","93.1080877203456","129.47984140388905"
"137.0","186.10488282465718","3.0","28.462953484491244","118.27314773295862"
"138.0","187.53794030388403","13.0","16.576497556911317","114.13590004256719"
"139.0","190.00051966507124","6.0","39.46286702553404","121.6284535400437"
"140.0","190.81915590442424","7.0","63.69626043619087","124.30698329889931"
"141.0","192.08761087163666","7.0","93.98058366105148","110.729045333958"
"142.0","192.11952789589918","11.0","69.44295576937913","108.69429210808502"
"143.0","192.74816815034433","5.0","41.41815857880854","127.51617651821404"
"144.0","192.79129339837755","7.0","32.83123811524394","126.89252955047826"
"145.0","194.4138424935181","18.0","50.87328046128713","133.94184658864887"
"146.0","195.67603701492354","16.0","83.82805995920054","142.55537199815853"
"147.0","196.2024887823593","16.0","207.33964888025938","114.65670311187624"
"148.0","198.781773818914","10.0","133.7248646404081","120.46053469475656"
"149.0","199.13966982451814","7.0","90.37897932228057","112.84403080732953"
"150.0","200.80219336046835","14.0","228.15043950407843","104.75480975863552"
"151.0","202.77135084868004","17.0","23.005198301641723","131.46620180819593"
"152.0","204.37273547476028","9.0","11.338896216182864","116.17247349863794"
"153.0","204.92417677025273","14.0","35.83867357723935","116.81099140277963"
"154.0","206.21226188781756","6.0","64.99875951205016","114.70816845332536"
"155.0","206.27262598977717","9.0","230.07854927611888","130.70489667747472"
"156.0","208.63122972986076","17.0","440.1023216926036","126.30716977543086"
"157.0","209.8018369282391","9.0","14.76130697580058","103.15832156813731"
"158.0","210.35604518019554","19.0","172.59439082696036","121.15616186947845"
"159.0","211.477548080661","7.0","105.85120648515685","117.4026560299567"
"160.0","212.25433671515526","14.0","343.81089765774345","117.05813100801119"
"161.0","212.40312088758466","7.0","122.45875884429428","126.1513249891623"
"162.0","212.64186487848212","3.0","86.46602014055144","117.24293776775863"
"163.0","214.05520843673858","17.0","81.41090081383221","117.03673776945152"
"164.0","215.84438002543612","5.0","72.51663785630868","122.65285312346026"
"165.0","217.77437105875651","9.0","254.46742226816923","113.02425467554627"
"166.0","219.75930042257946","1.0","56.433887332065424","123.23681389428971"
"167.0","226.89677867307307","15.0","112.26901477063082","114.2654195874118"
"168.0","227.20502868769614","9.0","12.050471783815777","117.38091633744608"
"169.0","227.2789433395077","18.0","120.08158571486372","114.37963360502046"
"170.0","228.315964834233","7.0","137.29502048742887","120.32737830975033"
"171.0","229.78678872670278","14.0","133.7253210654755","111.90367488088829"
"172.0","230.75809447324664","16.0","118.01109418780423","118.7025114297809"
"173.0","232.34009123714117","11.0","59.16666107021513","123.5804399087996"
"174.0","233.58700340752463","9.0","217.8364694497359","114.41177502557798"
"175.0","234.94941129742205","8.0","312.85460389834105","120.63306672484471"
"176.0","236.7035732914923","13.0","73.2006859069266","106.83981893846948"
"177.0","241.2769968738552","19.0","57.36366161838051","119.59080585019082"
"178.0","246.97062732421372","5.0","298.2521617922579","123.55490248446236"
"179.0","246.9878628412451","15.0","44.80415129807899","120.20389020853324"
"180.0","250.57307143631496","10.0","73.8172029233957","125.07614050440036"
"181.0","252.86513900135654","8.0","13.030661476742289","125.65447272575967"
"182.0","253.99100172661326","1.0","100.88139915566195","108.02027480012043"
"183.0","256.89432065114084","4.0","142.49704408722934","108.246187067803"
"184.0","257.1787064483073","18.0","14.618989097858826","116.10723905325492"
"185.0","258.854104680376","3.0","57.783692572108","125.46053273768959"
"186.0","263.8958095657202","2.0","68.23742823394173","127.3340599148656"
"187.0","263.96296166168736","8.0","461.03333108867344","112.5103756902213"
"188.0","264.5811238878618","6.0","160.41873309035626","132.40373616179852"
"189.0","267.2052016089022","7.0","47.38072755416647","122.14672314547163"
"190.0","267.4333658562263","11.0","58.13385875545632","140.01307577395755"
"191.0","269.6934479632212","7.0","75.89324373125615","113.35697164125683"
"192.0","269.7857552672199","3.0","30.2563717374359","124.9290939946123"
"193.0","275.5829254431565","7.0","330.5699361621299","112.45119160899894"
"194.0","276.70248862334165","2.0","23.73239323075466","130.00566455283038"
"195.0","278.0463485848621","11.0","32.865432609374814","121.5092989114463"
"196.0","279.29468529696385","1.0","102.61465745866826","115.39022181712471"
"197.0","279.4276970910921","12.0","145.85590607766918","120.77564602954261"
"198.0","279.7636513819809","5.0","141.54638747666093","119.39417768351827"
"199.0","282.6045869430358","9.0","64.34595646411361","141.13709295969895"
"200.0","283.8887999276477","16.0","213.89768952742136","138.52979404322122"
"201.0","284.1671293525976","1.0","110.1982944094306","102.29071670351154"
"202.0","286.4560838116209","9.0","33.50315811222274","110.96117530162935"
"203.0","286.5749991279372","13.0","122.95140818041457","119.92172472064813"
"204.0","286.99153749065124","13.0","74.56705632847361","127.15514439350845"
"205.0","293.96156694625364","1.0","73.72574435496546","121.85371532721986"
"206.0","294.2085778110198","10.0","14.551648098760111","127.7073430851218"
"207.0","295.73131648073684","6.0","203.59958911200886","110.74330857633598"
"208.0","299.57104963144195","11.0","89.72708927940366","102.76229860815134"
"209.0","299.9823612820583","13.0","79.17672093315652","128.73121344186725"
"210.0","301.313794723828","14.0","40.449327548096015","123.26140917825678"
"211.0","303.4406139074607","18.0","226.9603204888947","106.3727730866561"
"212.0","306.8750173618546","8.0","133.27971050445518","130.57903400936917"
"213.0","307.1916472216776","15.0","106.91337466612954","127.4434020431192"
"214.0","307.1972951621421","11.0","34.6551171479954","124.02910694793087"
"215.0","309.36513617641293","9.0","280.5667067448045","100.77897974660715"
"216.0","309.6884480253425","2.0","240.6612932908738","130.7141105049983"
"217.0","310.91209829363584","15.0","80.1662686793022","114.03616023965634"
"218.0","311.0970088898674","2.0","365.01575352070734","118.66105605486021"
"219.0","312.01431942414996","4.0","66.02049223743037","122.34387816929014"
"220.0","315.0406153848514","10.0","106.69875519925456","106.52756641077045"
"221.0","317.7100595989646","19.0","227.1913597991867","122.81832673731662"
"222.0","318.41185291972374","2.0","403.36814717057615","126.81797629282094"
"223.0","318.6505012485318","15.0","39.10646722921757","129.32432499424195"
"224.0","321.13686531035296","20.0","224.67805052891183","120.1980891088915"
"225.0","323.1494104860715","14.0","34.319943951935045","118.1165747921982"
"226.0","323.3637568343476","18.0","372.70404827364365","122.77059371277724"
"227.0","323.8674983413572","17.0","78.87911777310526","118.66009030984081"
"228.0","324.21727682757785","1.0","12.907235104977506","121.40180092097162"
"229.0","325.6110329259651","5.0","67.6663355069672","124.19448992641226"
"230.0","326.1993922984386","6.0","70.18831506729356","138.92926950838748"
"231.0","326.935773945149","18.0","23.7475881483694","112.87773988239701"
"232.0","329.98732706264764","7.0","102.8839571672691","123.53745536645626"
"233.0","331.60243122345","3.0","228.00817707023663","120.70791605889661"
"234.0","332.0062744691063","15.0","19.558710765312536","111.55002149395948"
"235.0","332.1220651366101","2.0","139.67792818706428","103.50735158903032"
"236.0","332.6853704687736","17.0","219.7743644444341","112.08072125558755"
"237.0","333.05761479076557","15.0","466.37520179242904","109.87534901146536"
"238.0","334.51842284349306","18.0","58.82052618126266","130.2308451902379"
"239.0","334.8664047697757","9.0","109.30274148534698","102.20115806959426"
"240.0","335.10180773419455","3.0","107.17832344870193","104.46256959377892"
"241.0","335.64346252231275","8.0","38.425302150183825","128.5520252891988"
"242.0","336.52588448291056","2.0","15.243479723760498","124.68290182905609"
"243.0","337.6408238618753","12.0","18.331584324756832","113.85467712506235"
"244.0","338.2473612619825","17.0","150.4857234635016","121.88350172161921"
"245.0","338.34334655183096","2.0","226.73462020985568","126.01567707630454"
"246.0","342.2796955588148","19.0","181.53454069125496","121.78051524507266"
"247.0","342.32646054593516","18.0","36.54903534891787","130.03643263958983"
"248.0","343.90179008040235","5.0","51.156727667601366","115.21547108505128"
"249.0","344.85936542127604","17.0","21.674448984130848","138.82033386897362"
"250.0","346.2243349903939","1.0","219.34649940327006","124.00236611851707"
"251.0","347.33105963188314","11.0","118.71608806378434","127.18087508183311"
"252.0","347.6561162530017","10.0","137.17498356016017","116.80721538737541"
"253.0","351.59031162348145","13.0","19.026956015680213","117.63473781439428"
"254.0","351.78018427139256","9.0","11.913968650684344","123.9553764094909"
"255.0","352.4102355910979","15.0","246.03195055439863","128.10890650127538"
"256.0","353.6731894916006","20.0","66.76869505720265","123.61472612079693"
"257.0","354.58161282730265","14.0","93.40423767856034","125.71244683473742"
"258.0","357.1631520300527","12.0","183.68426325823108","132.1976264706867"
"259.0","357.17070488022017","8.0","142.60626655963162","110.97819774415947"
"260.0","359.5484218477885","1.0","15.04686087356443","110.68246164366104"
"261.0","361.6010553979965","1.0","188.24627588110656","112.08593959363975"
"262.0","361.9685547317571","13.0","58.6628988229052","122.79517553985193"
"263.0","362.1215718238403","13.0","98.85769537367524","125.77646416037929"
"264.0","362.12662631835957","8.0","117.74780255379304","115.97749990406102"
"265.0","362.85863228856743","1.0","24.402933541456257","109.86372734553419"
"266.0","366.07788865516443","13.0","179.2891404240198","120.9800266014749"
"267.0","366.09590808009904","9.0","67.04413666665053","118.35069967174613"
"268.0","366.5038429171624","8.0","30.82318597330111","101.70623749912139"
"269.0","367.4929693993648","15.0","62.20835714825416","112.27725887942368"
"270.0","367.912768223213","3.0","107.01070180894573","132.14977526692851"
"271.0","371.94071876620274","12.0","79.45238459727891","104.5998214191925"
"272.0","372.0272819755277","19.0","22.564291999015634","112.34191162046085"
"273.0","374.48307530083224","17.0","267.0470178367964","112.32508864758913"
"274.0","375.0356668420947","10.0","58.477423978842204","118.96787616459014"
"275.0","376.7975606915132","15.0","97.91623342116777","116.19425914842344"
"276.0","377.67095387071515","12.0","89.45188187223333","124.614706452874"
"277.0","379.42868067355136","1.0","30.943283428304674","126.32003958724798"
"278.0","379.7948437882184","9.0","33.866020333181055","115.48430729628194"
"279.0","381.41108698743744","5.0","197.50062086980654","108.14747085284061"
"280.0","381.836081379958","16.0","47.82736119689204","132.16624600499773"
"281.0","382.65919778707973","7.0","263.8644769915202","121.74100684129573"
"282.0","387.41502191551257","13.0","153.49823105486908","135.4332006285805"
"283.0","388.1297593175188","11.0","59.081555826802266","135.36554093764823"
"284.0","388.2840404682706","9.0","80.15373509154759","131.3622083857266"
"285.0","388.8569325461297","14.0","36.34983750534276","106.66672877649822"
"286.0","391.0131589152983","12.0","109.09946895252006","121.60278007529102"
"287.0","393.6147487609304","6.0","124.21708366686495","110.58224253759937"
"288.0","394.15392234467106","18.0","179.11609128784056","116.11100714648941"
"289.0","394.36910072550313","2.0","227.28532475899254","111.05769166646117"
"290.0","394.97135156756895","17.0","18.6740184582555","114.36069916223467"
"291.0","395.7693959368254","12.0","63.90388161098565","132.56332641084566"
"292.0","396.4834275351821","7.0","67.02220113258346","121.14341386762403"
"293.0","397.0312058385443","10.0","36.425325987791396","129.44220705272048"
"294.0","400.56964617448085","3.0","42.05326513862426","114.34857982198913"
"295.0","400.8430482057258","17.0","393.1662533374129","123.48176343011725"
"296.0","401.92801125340264","14.0","43.42247028540934","128.1632936707996"
"297.0","404.7994445009642","8.0","15.884047644374714","117.36543261568129"
"298.0","407.6584361756102","10.0","237.15270876859938","114.344764584963"
"299.0","408.21284291381096","7.0","61.13124223457606","113.6266753507615"
"300.0","408.57844405112957","5.0","202.02739524029852","128.94023160891825"
"301.0","409.259085472491","13.0","208.34120558611653","138.60522994984626"
"302.0","410.59503839090456","1.0","102.56547656487969","130.72043581817954"
"303.0","411.0127416373041","19.0","143.7768364391834","127.1503628580911"
"304.0","411.57307060892214","7.0","74.36993338725215","114.10718132232289"
"305.0","411.828388654579","2.0","555.8891321300379","124.76675053456421"
"306.0","412.7518249138141","19.0","108.97910477519218","100.64888982846718"
"307.0","414.6461517416963","2.0","192.10589107685357","114.5450376417289"
"308.0","414.8772968293864","6.0","113.94434150804454","122.27204584839455"
"309.0","417.5447844548206","16.0","114.98060547568839","138.62788711059764"
"310.0","418.87712244286513","20.0","119.65386211420427","121.39762176811826"
"311.0","418.9948196096699","4.0","169.26641013565964","123.69234065827312"
"312.0","419.73311011636486","7.0","84.61081272622847","125.96728602899911"
"313.0","420.43001870182707","19.0","41.03624233572795","110.12871452491929"
"314.0","421.42660985284925","17.0","72.75262377117207","124.65147035309917"
"315.0","425.1866436806011","7.0","238.08764273425325","115.9362276059438"
"316.0","425.4710640570716","6.0","17.175870996902816","125.13005508386291"
"317.0","427.916150666118","20.0","133.26592215625277","114.61909783308728"
"318.0","428.2331174136242","8.0","20.06027230459755","121.62509193615489"
"319.0","429.37607353953285","12.0","89.52677898570215","108.74434838260262"
"320.0","432.7814863505077","1.0","15.003005173235232","124.70780428844772"
"321.0","436.99910707709864","12.0","58.64952483976421","120.7977475515195"
"322.0","438.78703512751315","18.0","106.91791556552062","125.28705688486895"
"323.0","439.33451390312615","9.0","65.55443813816876","120.00714017722953"
"324.0","440.49091206536366","14.0","27.27205872942406","109.33306975671708"
"325.0","441.73260792758504","10.0","12.063656803742902","115.5095722334844"
"326.0","442.47484179765075","2.0","104.34607855440696","119.66362143340189"
"327.0","443.60430242453197","5.0","27.90892929783803","112.92594644812263"
"328.0","444.1321629628105","17.0","55.155264253123406","116.09724823466128"
"329.0","445.1006216843132","12.0","212.33674467294315","119.79800311779427"
"330.0","448.93553651229234","6.0","163.5138609084095","125.5257889694545"
"331.0","448.9450648512426","3.0","92.86847106774287","131.14680204399534"
"332.0","452.2171820788277","20.0","11.66783880687359","106.51089234437953"
"333.0","453.8991553086813","18.0","100.17388400465089","114.29616905913826"
"334.0","455.89934943803934","15.0","202.451014920899","128.78861911493834"
"335.0","463.70456564543696","19.0","276.64968929945087","132.95737770837476"
"336.0","465.20308711293285","3.0","118.072819190212","132.2162393779868"
"337.0","469.38645540443133","13.0","106.09413786546672","115.7037378845398"
"338.0","469.3991821083214","12.0","160.9357617836848","123.84065367995588"
"339.0","469.72026295969937","18.0","36.23237266474699","114.60904683727676"
"340.0","471.2211450954714","13.0","29.732753417035575","105.45825428306226"
"341.0","471.73731459873096","20.0","183.20932653822206","131.16011604800886"
"342.0","472.5218700179157","11.0","183.05098221430015","118.65658372344294"
"343.0","473.13452193681724","16.0","17.495433958901856","125.91705306764298"
"344.0","473.30452662490035","9.0","196.25952988349582","117.72067289622538"
"345.0","474.18010686613457","8.0","16.112039914550607","125.32344845152453"
"346.0","474.6360045572684","8.0","18.909568323000197","121.3453779072715"
"347.0","475.48898691796967","14.0","142.2202892733803","102.92651682923626"
"348.0","476.9328604293668","7.0","14.998999397328191","125.38309049670362"
"349.0","476.94082039870096","2.0","77.82220351516114","115.28436262735345"
"350.0","479.20859396664827","15.0","51.308090149191145","114.5078594988039"
"351.0","480.39504584339153","11.0","445.4886293851597","112.06572347128504"
"352.0","480.9961428741606","5.0","336.69923706222426","111.3448258095352"
"353.0","481.05666666570636","14.0","32.34797581897672","105.38802775807011"
"354.0","482.76180659360676","20.0","161.3682672094491","95.8883844784578"
"355.0","482.8521881435025","3.0","35.765375589069976","111.9688919425938"
"356.0","485.9139155072886","20.0","260.1180241051989","123.33625111770647"
"357.0","487.3320427836016","4.0","67.7989414870326","110.25602885531427"
"358.0","490.71893115312633","5.0","80.77207494610226","130.2670763442402"
"359.0","490.8515359360312","2.0","46.770256072344765","130.18660692148953"
"360.0","491.58322695009286","16.0","281.1222921389976","123.14328806011945"
"361.0","492.9550365464829","5.0","67.55428460289767","116.65923389109064"
"362.0","494.93032376358707","18.0","80.20093925140493","127.40393991833349"
"363.0","498.1587608646792","11.0","28.65381753329296","108.57463936942337"
"364.0","499.0916307111089","4.0","37.41236178998992","117.71542424204027"
"365.0","509.33822849131934","17.0","43.021455880514715","105.79206803798476"
"366.0","510.1835507104563","3.0","43.06421579725604","125.66801321750856"
"367.0","510.6552531022328","7.0","257.01481070592627","125.19821673344532"
"368.0","510.7637673323916","19.0","44.08048701304622","116.02798688494093"
"369.0","510.9998687824628","5.0","124.86455997431217","111.37171682907493"
"370.0","513.6159804111942","7.0","36.49471515909883","118.02414514911149"
"371.0","513.9879274717732","16.0","71.08927272755541","128.60009056535296"
"372.0","515.8609444093433","2.0","180.2909268393455","114.42544517952858"
"373.0","516.6852988996611","18.0","221.51973198072218","119.61211196402182"
"374.0","519.1312649802935","15.0","343.20065334482274","110.57387955644938"
"375.0","519.8666039554716","9.0","153.78646602944625","120.82452305259628"
"376.0","522.48658912177","5.0","55.43975034430907","123.83359617995318"
"377.0","523.1138231653177","10.0","213.27426043357846","118.11749369302834"
"378.0","525.2297531180494","10.0","22.03919421749904","128.39088966563247"
"379.0","525.3438366389057","4.0","331.11498666764794","119.8479048977409"
"380.0","525.9475540580696","17.0","45.97785288565137","124.71263506746986"
"381.0","532.6363206725908","8.0","116.39473319337431","139.731917296919"
"382.0","534.5877336960995","9.0","28.339539572823348","105.9603952871897"
"383.0","534.8516565419839","1.0","26.41798196935843","114.06064055475292"
"384.0","535.7794658947597","19.0","13.746897491467298","111.04190493244106"
"385.0","537.2741484806124","20.0","41.34621442151797","103.31292871621085"
"386.0","539.190564535955","12.0","110.94384540707806","117.1749676496015"
"387.0","539.4977517430764","19.0","281.54228257028836","92.56472376336674"
"388.0","539.8087942314828","11.0","74.1318984663291","121.59423068880601"
"389.0","540.2894536590308","18.0","47.018446114593345","112.81977383244264"
"390.0","542.9089743444533","19.0","47.21257571005784","117.97471289281835"
"391.0","546.6088587724219","13.0","83.38463042554268","131.8022045635762"
"392.0","547.5228334594633","16.0","200.9576001683382","114.72064387053818"
"393.0","548.5945672706496","4.0","16.61543768303688","114.92202174890399"
"394.0","549.6754337730783","2.0","67.45660731068594","122.31672228370671"
"395.0","551.2191830990452","7.0","12.7985531888778","109.39293177542373"
"396.0","552.33856746951","15.0","184.71631647772978","106.71388878262022"
"397.0","553.3887752242549","9.0","322.5117079194772","120.04632959288485"
"398.0","554.8111175479933","18.0","62.636758094899314","122.4943208693447"
"399.0","555.4936644586861","12.0","22.611112802880456","125.36356666552537"
"400.0","557.3270132311432","17.0","34.240314731909564","125.75458581318702"
"401.0","558.3427567131097","5.0","10.06404960061227","111.2280760011792"
"402.0","559.6193837743002","7.0","68.18979905897766","110.96883412089542"
"403.0","560.369058265791","18.0","66.7985423785536","115.51267793665619"
"404.0","561.2426225085508","11.0","315.9597474091347","124.30867503972226"
"405.0","564.0776078353277","15.0","96.75181621867969","114.35303453732288"
"406.0","564.7879267223484","16.0","30.720547385506332","122.5133217020937"
"407.0","565.1193707710032","10.0","54.47452738633193","130.6044084648655"
"408.0","566.5597803117653","6.0","26.077364312732822","126.80636350096452"
"409.0","570.261320420703","11.0","167.73374223815205","111.34597287528234"
"410.0","570.2734597424943","17.0","265.3676145222863","131.59226330925372"
